"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"3","3","InterPro Domains","","Serine-tRNA ligase, type1","0.0081","SARS1|SARS2-2|SARS2","128","1925|1919|1931","4.29E-5","","IPR002317","0.20915149811213504","0"
"3","3","InterPro Domains","","Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm","0.0081","SARS1|SARS2-2|SARS2","128","1925|1919|1931","4.29E-5","","IPR010978","0.20915149811213504","0"
"3","3","InterPro Domains","","Serine-tRNA ligase catalytic core domain","0.0081","SARS1|SARS2-2|SARS2","128","1925|1919|1931","4.29E-5","","IPR033729","0.20915149811213504","0"
"56","5","KEGG Pathways","","VEGF signaling pathway","0.0083","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0012","","hsa04370","0.20809219076239263","0"
"149","9","Reactome Pathways","","Interleukin-1 family signaling","0.0083","PSMB7|PELI2|PSMB4|PELI3|PSMF1|TIFA|IRAK1|ALOX5|PSMB11","128","256|2843|259|3980|2531|4952|295|358|1880","2.4E-4","","HSA-446652","0.20809219076239263","0"
"16","4","STRING Clusters","","PRC1 complex","0.0085","CBX7|PHC2|PCGF6|PHC1","128","1376|1397|1382|1388","1.2E-4","","CL:5363","0.20705810742857073","0"
"5","3","STRING Clusters","","Diabetic cataract, and D-xylose metabolic process","0.0085","DHDH|AKR1B1|DCXR","128","1457|283|3062","1.2E-4","","CL:9858","0.20705810742857073","0"
"34","5","GO Biological Process","","Leukotriene metabolic process","0.0087","ALOX12|LTC4S|CYP4A11|ALOX5|MGST2","128","2291|3128|1694|358|1313","1.5E-4","","GO:0006691","0.20604807473813813","0"
"34","5","GO Biological Process","","Ribonucleoside monophosphate biosynthetic process","0.0087","CAD|UPP1|UCK1|ADK|UPP2","128","499|1982|475|346|1994","1.5E-4","","GO:0009156","0.20604807473813813","0"
"153","8","KEGG Pathways","","Cushing syndrome","0.0087","AHR|PDE8B|PDE11A|CYP11B1|HSD3B1|CYP17A1|PDE8A|HSD3B2","128","2096|2723|3068|1094|1133|1148|2738|1142","0.0013","","hsa04934","0.20604807473813813","0"
"58","5","KEGG Pathways","","Endometrial cancer","0.0092","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0014","","hsa05213","0.2036212172654445","0"
"87","6","KEGG Pathways","","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0092","PIK3R2|PIK3R3|PIK3CD|TIRAP|AKT1|PIK3CB","128","1478|1508|1520|3233|301|1514","0.0014","","hsa05235","0.2036212172654445","0"
"285","13","GO Biological Process","","Response to steroid hormone","0.0095","PTGER2|SRD5A1|UGT1A1|PGR|TPH2|RXRG|NTRK3|HSD3B1|AKR1C3|NCOA2|HSD3B2|SRD5A2|CYP1B1","128","469|1154|1016|307|2603|2852|496|1133|286|2105|1142|1112|1100","1.6E-4","","GO:0048545","0.20222763947111524","0"
"158","8","KEGG Pathways","","Hepatitis B","0.0099","PIK3R2|PIK3R3|TLR3|IRAK1|PIK3CD|TIRAP|AKT1|PIK3CB","128","1478|1508|292|295|1520|3233|301|1514","0.0016","","hsa05161","0.200436480540245","0"
"3","3","Pfam","","5-nucleotidase","0.0099","NT5C1A|NT5C1B|NT5C1B-RDH14","128","1547|1529|1541","4.29E-5","","PF06189","0.200436480540245","0"
"40","5","Reactome Pathways","","Defective homologous recombination repair (HRR) due to BRCA2 loss of function","0.01","RAD51AP1|RAD1|RFC4|RAD9B|RAD51","128","1853|5570|373|5579|379","2.9E-4","","HSA-9701190","0.2","0"
"50","5","WikiPathways","","Synaptic signaling pathways associated with autism spectrum disorder","0.0101","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","7.5E-4","","WP4539","0.19956786262173573","0"
"6","3","GO Biological Process","","Regulation of thyroid hormone mediated signaling pathway","0.0102","THRA|THRB|NCOA1","128","274|277|2099","1.8E-4","","GO:0002155","0.19913998282380824","0"
"6","3","GO Biological Process","","dCMP catabolic process","0.0102","NT5C|UPP1|UPP2","128","1535|1982|1994","1.8E-4","","GO:0006249","0.19913998282380824","0"
"6","3","GO Biological Process","","Purine deoxyribonucleoside monophosphate catabolic process","0.0102","NT5C1A|NT5C|PNP","128","1547|1535|250","1.8E-4","","GO:0009172","0.19913998282380824","0"
"6","3","GO Biological Process","","Pyrimidine ribonucleoside monophosphate catabolic process","0.0102","NT5C|UPP1|NT5C3A","128","1535|1982|2009","1.8E-4","","GO:0009175","0.19913998282380824","0"
"6","3","GO Biological Process","","Monoterpenoid metabolic process","0.0102","CYP1A2|CYP2E1|CYP3A4","128","331|1178|1082","1.8E-4","","GO:0016098","0.19913998282380824","0"
"6","3","GO Biological Process","","UMP salvage","0.0102","UPP1|UCK1|UPP2","128","1982|475|1994","1.8E-4","","GO:0044206","0.19913998282380824","0"
"6","3","GO Biological Process","","dUMP catabolic process","0.0102","NT5C|UPP1|NT5M","128","1535|1982|1553","1.8E-4","","GO:0046079","0.19913998282380824","0"
"6","3","GO Biological Process","","Vitamin D3 metabolic process","0.0102","UGT1A4|UGT1A3|CYP3A4","128","1028|1733|1082","1.8E-4","","GO:0070640","0.19913998282380824","0"
"143","9","GO Biological Process","","Regulation of reactive oxygen species metabolic process","0.0102","MMP8|ABCB7|BST1|DCXR|NOXA1|ALOX5|AKR1C3|AKR1C1|CYP1B1","128","454|478|1256|3062|4649|358|286|1472|1100","1.8E-4","","GO:2000377","0.19913998282380824","0"
"28","4","WikiPathways","","Cannabinoid receptor signaling","0.0102","AHR|PRKAR1A|CYP1A1|CYP3A4","128","2096|403|337|1082","7.7E-4","","WP3869","0.19913998282380824","0"
"153","10","InterPro Domains","","NAD(P)-binding domain superfamily","0.0103","HSD17B2|DHDH|HSD17B7|DCXR|HSD11B1|HSD3B1|ASPDH|HSD3B2|HSD17B6|ACLY","128","1013|1457|1124|3062|352|1133|2639|1142|1064|394","5.87E-5","","IPR036291","0.1987162775294828","0"
"131","8","UniProt Keywords","","Isomerase","0.0104","HPGDS|CYP2S1|GSTA1|PTGES|HSD3B1|IDI1|TOP2A|HSD3B2","128","1319|1283|1364|2228|1133|466|268|1142","5.0E-4","","KW-0413","0.19829666607012197","0"
"61","5","KEGG Pathways","","Longevity regulating pathway - multiple species","0.0107","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0017","","hsa04213","0.19706162223147902","0"
"109","7","WikiPathways","","Androgen receptor network in prostate cancer","0.0109","HSD17B2|HSD17B7|NOXA1|HSD3B1|CYP17A1|HSD3B2|AKT1","128","1013|1124|4649|1133|1148|1142|301","8.4E-4","","WP2263","0.19625735020593765","0"
"123","8","Reactome Pathways","","Metabolism of water-soluble vitamins and cofactors","0.011","NAMPT|BST1|NMRK1|NAPRT|ENPP3|NNMT|NMRK2|ENPP1","128","247|1256|1586|1574|1235|1250|1568|1241","3.3E-4","","HSA-196849","0.1958607314841775","0"
"417","16","GO Biological Process","","Peptide biosynthetic process","0.0111","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|EIF2S2|ASMT|GARS1|SARS2-2|SARS2|MGST2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|481|4607|1904|1919|1931|1313|319","2.0E-4","","GO:0043043","0.19546770212133427","0"
"92","6","KEGG Pathways","","Small cell lung cancer","0.0111","PIK3R2|PIK3R3|RXRG|PIK3CD|AKT1|PIK3CB","128","1478|1508|2852|1520|301|1514","0.0018","","hsa05222","0.19546770212133427","0"
"22","4","Reactome Pathways","","CD28 dependent PI3K/Akt signaling","0.0111","PIK3R2|PIK3R3|THEM4|AKT1","128","1478|1508|4991|301","3.4E-4","","HSA-389357","0.19546770212133427","0"
"22","4","Reactome Pathways","","Regulation of signaling by CBL","0.0111","PIK3R2|PIK3R3|PIK3CD|PIK3CB","128","1478|1508|1520|1514","3.4E-4","","HSA-912631","0.19546770212133427","0"
"27","5","SMART Domains","","Metal dependent phosphohydrolases with conserved HD motif.","0.0114","PDE8B|PDE3B|PDE11A|PDE8A|PDE8B-2","128","2723|2237|3068|2738|5654","5.55E-5","","SM00471","0.19430951486635273","0"
"66","6","Reactome Pathways","","HDR through Homologous Recombination (HRR)","0.0114","RAD51AP1|SPIDR|RAD1|RFC4|RAD9B|RAD51","128","1853|3239|5570|373|5579|379","3.6E-4","","HSA-5685942","0.19430951486635273","0"
"42","5","Reactome Pathways","","Homologous DNA Pairing and Strand Exchange","0.0114","RAD51AP1|RAD1|RFC4|RAD9B|RAD51","128","1853|5570|373|5579|379","3.6E-4","","HSA-5693579","0.19430951486635273","0"
"12","3","WikiPathways","","Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution","0.0115","PIK3CD|AKT1|PIK3CB","128","1520|301|1514","9.0E-4","","WP5191","0.19393021596463883","0"
"37","5","GO Biological Process","","Bile acid metabolic process","0.0117","AKR1D1|CYP7A1|AKR1C4|AKR1C1|UGT2A2","128","1076|1226|1463|1472|1688","2.1E-4","","GO:0008206","0.19318141382538384","0"
"35","5","STRING Clusters","","PcG protein complex, and Yaf2/RYBP C-terminal binding motif","0.0117","CBX7|PHC2|PCGF6|PHC1|EPOP","128","1376|1397|1382|1388|3914","1.7E-4","","CL:5358","0.19318141382538384","0"
"43","6","COMPARTMENTS","","PcG protein complex","0.0118","CBX7|PHC2|EZH2|PCGF6|PHC1|EPOP","128","1376|1397|220|1382|1388|3914","4.12E-5","","GOCC:0031519","0.19281179926938746","0"
"3","3","COMPARTMENTS","","Swi5-Sfr1 complex","0.0118","SWI5|SFR1|RAD51","128","3899|3905|379","4.29E-5","","GOCC:0032798","0.19281179926938746","0"
"92","8","COMPARTMENTS","","Intercellular bridge","0.0118","USB1|GSTM2|GSTM5|TRIM45|GSTM3|HSD3B1|GSTM4|HSD3B2","128","1451|1301|1325|2471|1289|1133|1277|1142","5.06E-5","","GOCC:0045171","0.19281179926938746","0"
"63","5","KEGG Pathways","","GnRH secretion","0.0118","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.002","","hsa04929","0.19281179926938746","0"
"37","4","KEGG Pathways","","Aldosterone-regulated sodium reabsorption","0.0118","PIK3R2|PIK3R3|PIK3CD|PIK3CB","128","1478|1508|1520|1514","0.002","","hsa04960","0.19281179926938746","0"
"6","3","STRING Clusters","","PI3K/AKT activation","0.012","PIK3R2|PIK3R3|PIK3CB","128","1478|1508|1514","1.8E-4","","CL:17478","0.19208187539523752","0"
"6","3","STRING Clusters","","Carbonyl reductase [NADPH] 1-like, and Coumarin metabolic process","0.012","UGT2B17|CYP2A13|UGT2B15","128","1046|1337|1052","1.8E-4","","CL:9456","0.19208187539523752","0"
"15","4","GO Cellular Component","","PRC1 complex","0.0121","CBX7|PHC2|PCGF6|PHC1","128","1376|1397|1382|1388","9.49E-5","","GO:0035102","0.191721462968355","0"
"43","5","Reactome Pathways","","SUMOylation of transcription cofactors","0.0123","PHC2|NCOR2|NCOA1|NCOA2|PHC1","128","1397|1001|2099|2105|1388","4.0E-4","","HSA-3899300","0.19100948885606023","0"
"2","2","WikiPathways","","Butyrate-induced histone acetylation","0.0123","AKT1|ACLY","128","301|394","0.001","","WP2366","0.19100948885606023","0"
"2","2","WikiPathways","","Lidocaine metabolism","0.0123","CYP1A2|CYP3A4","128","331|1082","0.001","","WP2646","0.19100948885606023","0"
"2","2","WikiPathways","","Felbamate metabolism","0.0123","CYP2E1|CYP3A4","128","1178|1082","0.001","","WP2816","0.19100948885606023","0"
"183","9","WikiPathways","","Vitamin D receptor pathway","0.0123","HSD17B2|STS|CYP3A5|CYP7A1|CYP2S1|CYP2B6|ALOX5|CYP1A1|CYP3A4","128","1013|1214|1088|1226|1283|1295|358|337|1082","9.9E-4","","WP2877","0.19100948885606023","0"
"30","4","WikiPathways","","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities","0.0123","PIK3R2|PIK3R3|AKT1|PIK3CB","128","1478|1508|301|1514","9.7E-4","","WP3844","0.19100948885606023","0"
"17","3","KEGG Pathways","","Primary bile acid biosynthesis","0.0124","AKR1D1|CYP7A1|AKR1C4","128","1076|1226|1463","0.0021","","hsa00120","0.1906578314837765","0"
"65","5","KEGG Pathways","","Renal cell carcinoma","0.0127","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0022","","hsa05211","0.18961962790440431","0"
"4","3","InterPro Domains","","Nucleoside phosphorylase domain","0.0127","UPP1|PNP|UPP2","128","1982|250|1994","7.44E-5","","IPR000845","0.18961962790440431","0"
"4","3","InterPro Domains","","Cytochrome P450, E-class, group II","0.0127","CYP3A5|CYP3A7|CYP3A4","128","1088|1205|1082","7.44E-5","","IPR002402","0.18961962790440431","0"
"4","3","InterPro Domains","","Cytochrome P450, E-class, group I, CYP2A-like","0.0127","CYP2A6|CYP2S1|CYP2A13","128","1346|1283|1337","7.44E-5","","IPR008067","0.18961962790440431","0"
"4","3","InterPro Domains","","Cytochrome P450, E-class, CYP3A","0.0127","CYP3A5|CYP3A7|CYP3A4","128","1088|1205|1082","7.44E-5","","IPR008072","0.18961962790440431","0"
"4","3","InterPro Domains","","Nucleoside phosphorylase superfamily","0.0127","UPP1|PNP|UPP2","128","1982|250|1994","7.44E-5","","IPR035994","0.18961962790440431","0"
"4","3","InterPro Domains","","Aldo-keto reductase family 1 member C","0.0127","AKR1C4|AKR1C3|AKR1C1","128","1463|286|1472","7.44E-5","","IPR044482","0.18961962790440431","0"
"83","6","WikiPathways","","MicroRNAs in cardiomyocyte hypertrophy","0.0127","HDAC7|PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","217|1478|1508|1520|301|1514","0.0011","","WP1544","0.18961962790440431","0"
"13","3","WikiPathways","","Estrogen receptor pathway","0.0127","CYP1A2|CYP1A1|CYP1B1","128","331|337|1100","0.0011","","WP2881","0.18961962790440431","0"
"150","8","WikiPathways","","Hepatitis B infection","0.0127","PIK3R2|PIK3R3|TLR3|IRAK1|PIK3CD|TIRAP|AKT1|PIK3CB","128","1478|1508|292|295|1520|3233|301|1514","0.0011","","WP4666","0.18961962790440431","0"
"31","4","WikiPathways","","Eicosanoid metabolism via cyclooxygenases (COX)","0.0127","AKR1B1|CYP4A11|PTGES|CYP4A22","128","283|1694|2228|1652","0.0011","","WP4719","0.18961962790440431","0"
"83","6","WikiPathways","","EGFR tyrosine kinase inhibitor resistance","0.0127","PIK3R2|PIK3R3|SHC4|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|1520|301|1514","0.0011","","WP4806","0.18961962790440431","0"
"2168","52","Monarch Phenotype","","Abnormality of metabolism/homeostasis","0.0127","SULT2B1|STS|USB1|WARS2|AHR|AKR1D1|ABCB7|KIF11|MSMO1|ASPA|SRD5A3|CAD|PDE8B|NARS2|PDE11A|CYP11B1|LTC4S|SPIDR|GNPTAB|CYP2A6|CYP7A1|UGT1A6|DCXR|UGT1A1|KARS1|CYP11B2|CYP1A2|UGT1A10|UGT1A9|DHCR7|GSTM3|PNP|HSD11B1|CYP17A1|UGT1A5|UGT1A7|UGT1A8|PIK3CD|POMP|PRKAR1A|TYMP|CYP19A1|ADA2|ADK|HSD3B2|AKT1|SARS2|NT5C3A|SRD5A2|RAD51|ENPP1|CYP3A4","128","1163|1214|1451|1886|2096|1076|478|265|2414|2636|1106|499|2723|1913|3068|1094|3128|3239|3266|1346|1226|1022|3062|1016|316|1070|331|1058|1742|1169|1289|250|352|1148|1664|1760|1040|1520|2543|403|1973|310|1958|346|1142|301|1931|2009|1112|379|1241|1082","2.08E-5","","HP:0001939","0.18961962790440431","0"
"90","7","GO Molecular Function","","Phosphoric diester hydrolase activity","0.0128","PDE8B|PDE3B|PDE11A|PDE8A|ENPP3|PDE8B-2|ENPP1","128","2723|2237|3068|2738|1235|5654|1241","2.8E-4","","GO:0008081","0.18927900303521317","0"
"38","5","GO Biological Process","","Unsaturated fatty acid biosynthetic process","0.013","ALOX12|ALOX15|HPGDS|PTGES|AKR1C3","128","2291|2300|1319|2228|286","2.4E-4","","GO:0006636","0.18860566476931634","0"
"38","5","GO Biological Process","","Cholesterol biosynthetic process","0.013","HSD17B7|MSMO1|DHCR7|IDI1|ACLY","128","1124|2414|1169|466|394","2.4E-4","","GO:0006695","0.18860566476931634","0"
"97","6","KEGG Pathways","","Chagas disease","0.0131","PIK3R2|PIK3R3|IRAK1|PIK3CD|AKT1|PIK3CB","128","1478|1508|295|1520|301|1514","0.0023","","hsa05142","0.1882728704344236","0"
"97","6","KEGG Pathways","","Prostate cancer","0.0131","PIK3R2|PIK3R3|PIK3CD|AKT1|SRD5A2|PIK3CB","128","1478|1508|1520|301|1112|1514","0.0023","","hsa05215","0.1882728704344236","0"
"425","16","GO Biological Process","","Purine-containing compound metabolic process","0.0133","SULT2B1|SULT1E1|NT5C1A|NT5C|PDE8B|NT5C2|NT5C1B|PNP|PDE8A|ADA2|ENPP3|NT5C1B-RDH14|ADK|ACLY|PDE8B-2|ENPP1","128","1163|1118|1547|1535|2723|1559|1529|250|2738|1958|1235|1541|346|394|5654|1241","2.4E-4","","GO:0072521","0.18761483590329142","0"
"7","3","GO Biological Process","","Glucocorticoid biosynthetic process","0.0134","CYP11B1|CYP11B2|CYP17A1","128","1094|1070|1148","2.5E-4","","GO:0006704","0.18728952016351924","0"
"7","3","GO Biological Process","","dAMP metabolic process","0.0134","NT5C1A|PNP|ADK","128","1547|250|346","2.5E-4","","GO:0046053","0.18728952016351924","0"
"1338","34","GO Biological Process","","Organonitrogen compound biosynthetic process","0.0134","NAMPT|WARS2|NARS1|SRD5A3|CAD|NARS2|MARS2|KARS1|TPH2|UPP1|TMLHE|GSTA1|TARS3|WARS1|PNP|SARS1|PARS2|UCK1|EIF2S2|NMRK1|ASMT|ASPDH|GARS1|ADA2|NAPRT|NNMT|ADK|ACLY|SARS2-2|SARS2|UPP2|NMRK2|MGST2|HARS2","128","247|1886|1898|1106|499|1913|1943|316|2603|1982|490|1364|1889|325|250|1925|1937|475|481|1586|4607|2639|1904|1958|1574|1250|346|394|1919|1931|1994|1568|1313|319","2.5E-4","","GO:1901566","0.18728952016351924","0"
"67","5","KEGG Pathways","","Acute myeloid leukemia","0.0137","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0025","","hsa05221","0.18632794328435934","0"
"19","4","STRING Clusters","","Prostaglandin metabolism, and Leukotriene receptor activity","0.0138","LTC4S|HPGDS|PTGES|ALOX5","128","3128|1319|2228|358","2.1E-4","","CL:10404","0.18601209135987634","0"
"19","4","STRING Clusters","","Mixed, incl. Steroid-binding, and Steroid receptor coactivator","0.0138","HDAC7|PGR|NCOA1|NCOA2","128","217|307|2099|2105","2.1E-4","","CL:20825","0.18601209135987634","0"
"135","7","KEGG Pathways","","Spinocerebellar ataxia","0.0143","PIK3R2|PSMB7|PIK3R3|PSMB4|PIK3CD|AKT1|PIK3CB","128","1478|256|1508|259|1520|301|1514","0.0027","","hsa05017","0.18446639625349381","0"
"86","6","WikiPathways","","Pancreatic adenocarcinoma pathway","0.0143","PIK3R2|PIK3R3|PIK3CD|AKT1|RAD51|PIK3CB","128","1478|1508|1520|301|379|1514","0.0013","","WP4263","0.18446639625349381","0"
"575","19","GO Molecular Function","","Catalytic activity, acting on a nucleic acid","0.0144","USB1|WARS2|NARS1|DCPS|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|RAD1|GARS1|TOP2A|SARS2-2|SARS2|NT5C3A|RAD51|HARS2","128","1451|1886|1898|487|1913|1943|316|1889|325|1925|1937|5570|1904|268|1919|1931|2009|379|319","3.2E-4","","GO:0140640","0.18416375079047503","0"
"154","8","WikiPathways","","Breast cancer pathway","0.0144","PIK3R2|PIK3R3|PGR|SHC4|PIK3CD|NCOA1|AKT1|RAD51","128","1478|1508|307|4163|1520|2099|301|379","0.0013","","WP4262","0.18416375079047503","0"
"33","4","WikiPathways","","Tryptophan metabolism","0.0144","AHR|TPH2|ASMT|CYP1A1","128","2096|2603|4607|337","0.0013","","WP465","0.18416375079047503","0"
"58","5","WikiPathways","","MET in type 1 papillary renal cell carcinoma","0.0145","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0014","","WP4205","0.1838631997765025","0"
"453","16","Reactome Pathways","","Signaling by Interleukins","0.0146","PIK3R2|PSMB7|PIK3R3|PELI2|PSMB4|ALOX15|PELI3|PSMF1|TIFA|IRAK1|ALOX5|PIK3CD|PSMB11|GSTA2|AKT1|PIK3CB","128","1478|256|1508|2843|259|2300|3980|2531|4952|295|358|1520|1880|1370|301|1514","4.8E-4","","HSA-449147","0.18356471442155628","0"
"8","3","GO Molecular Function","","Retinal dehydrogenase activity","0.0149","AKR1B1|AKR1C4|AKR1C3","128","283|1463|286","3.4E-4","","GO:0001758","0.1826813731587726","0"
"8","3","GO Molecular Function","","Long-chain fatty acid omega-hydroxylase activity","0.0149","CYP4A11|CYP4A22|CYP1A1","128","1694|1652|337","3.4E-4","","GO:0102033","0.1826813731587726","0"
"4","3","COMPARTMENTS","","Rhp55-Rhp57 complex","0.0156","SWI5|SFR1|RAD51","128","3899|3905|379","7.44E-5","","GOCC:0033062","0.18068754016455385","0"
"40","5","GO Biological Process","","Fat-soluble vitamin metabolic process","0.0156","UGT1A4|CYP1A1|UGT1A3|CYP26C1|CYP3A4","128","1028|337|1733|1631|1082","2.9E-4","","GO:0006775","0.18068754016455385","0"
"4","3","Pfam","","tRNA synthetases class II (D, K and N) ","0.0156","NARS1|NARS2|KARS1","128","1898|1913|316","7.44E-5","","PF00152","0.18068754016455385","0"
"4","3","Pfam","","Phosphorylase superfamily","0.0156","UPP1|PNP|UPP2","128","1982|250|1994","7.44E-5","","PF01048","0.18068754016455385","0"
"389","15","GO Biological Process","","Translation","0.0158","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|EIF2S2|ASMT|GARS1|SARS2-2|SARS2|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|481|4607|1904|1919|1931|319","3.0E-4","","GO:0006412","0.18013429130455774","0"
"70","5","KEGG Pathways","","Bacterial invasion of epithelial cells","0.0158","PIK3R2|PIK3R3|SHC4|PIK3CD|PIK3CB","128","1478|1508|4163|1520|1514","0.003","","hsa05100","0.18013429130455774","0"
"560","20","COMPARTMENTS","","Nuclear outer membrane-endoplasmic reticulum membrane network","0.016","HSD17B2|CYP3A5|HSD17B7|PI4K2B|LTC4S|TLR3|CYP2A6|CYP2B6|CYP2A13|UGT2B28|SVIP|DHCR7|HSD11B1|SOAT1|HSD3B1|CYP2C8|SEC13|CYP2E1|HSD3B2|CYP3A4","128","1013|1088|1124|1496|3128|292|1346|1295|1337|1706|4754|1169|352|472|1133|1724|427|1178|1142|1082","8.33E-5","","GOCC:0042175","0.17958800173440753","0"
"15","3","WikiPathways","","Cholesterol biosynthesis pathway","0.016","MSMO1|DHCR7|IDI1","128","2414|1169|466","0.0016","","WP197","0.17958800173440753","0"
"15","3","WikiPathways","","Biomarkers for pyrimidine metabolism disorders","0.016","NT5C|TYMP|NT5C3A","128","1535|1973|2009","0.0016","","WP4584","0.17958800173440753","0"
"89","6","WikiPathways","","ErbB signaling pathway","0.016","PIK3R2|PIK3R3|SHC4|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|1520|301|1514","0.0016","","WP673","0.17958800173440753","0"
"7","3","STRING Clusters","","Uridine-diphosphatase activity","0.016","ENTPD3|ENTPD8|ENPP3","128","3008|1952|1235","2.5E-4","","CL:10592","0.17958800173440753","0"
"88","7","STRING Clusters","","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha, and Proteasome assembly","0.016","PRSS16|PSMB7|DESI1|PSMB4|PSMF1|POMP|PSMB11","128","436|256|2537|259|2531|2543|1880","2.5E-4","","CL:3695","0.17958800173440753","0"
"7","3","STRING Clusters","","Anticodon-binding","0.016","TARS3|GARS1|HARS2","128","1889|1904|319","2.5E-4","","CL:827","0.17958800173440753","0"
"64","6","GO Biological Process","","Demethylation","0.0162","CYP3A5|CYP3A7|CYP1A2|CYP2C8|KDM4E|CYP3A4","128","1088|1205|331|1724|430|1082","3.1E-4","","GO:0070988","0.1790484985457369","0"
"90","6","WikiPathways","","Androgen receptor signaling pathway","0.0162","PIK3R2|NCOR1|NCOR2|NCOA1|NCOA2|AKT1","128","1478|1007|1001|2099|2105|301","0.0016","","WP138","0.1790484985457369","0"
"3","2","WikiPathways","","Linoleic acid oxylipin metabolism","0.0162","ALOX15|ALOX5","128","2300|358","0.0017","","WP5137","0.1790484985457369","0"
"71","5","KEGG Pathways","","Pancreatic cancer","0.0165","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0032","","hsa05212","0.17825160557860936","0"
"199","9","WikiPathways","","Circadian rhythm genes","0.0166","NAMPT|AHR|SLC6A4|NCOR1|EZH2|TPH2|NTRK3|NCOA2|TOP2A","128","247|2096|445|1007|220|2603|496|2105|268","0.0017","","WP3594","0.1779891911959945","0"
"5","2","KEGG Pathways","","Caffeine metabolism","0.0172","CYP2A6|CYP1A2","128","1346|331","0.0034","","hsa00232","0.1764471553092451","0"
"72","5","KEGG Pathways","","Inositol phosphate metabolism","0.0172","PI4K2B|PI4KB|PIK3CD|INPP5F|PIK3CB","128","1496|418|1520|1481|1514","0.0034","","hsa00562","0.1764471553092451","0"
"72","5","KEGG Pathways","","Melanoma","0.0172","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0034","","hsa05218","0.1764471553092451","0"
"36","4","WikiPathways","","Cholesterol metabolism","0.0172","HSD17B7|MSMO1|DHCR7|IDI1","128","1124|2414|1169|466","0.0018","","WP5333","0.1764471553092451","0"
"106","6","KEGG Pathways","","Insulin resistance","0.0173","PIK3R2|PIK3R3|PIK3CD|AKT1|NR1H2|PIK3CB","128","1478|1508|1520|301|412|1514","0.0036","","hsa04931","0.17619538968712045","0"
"3","3","TISSUES","","NCI-H295R cell","0.0174","CYP11B1|CYP11B2|CYP17A1","128","1094|1070|1148","4.29E-5","","BTO:0002588","0.17594507517174002","0"
"5","3","InterPro Domains","","3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal","0.0176","SRD5A3|SRD5A1|SRD5A2","128","1106|1154|1112","1.2E-4","","IPR001104","0.175448733218585","0"
"5","3","InterPro Domains","","Aminoacyl-tRNA synthetase, class II (D/K/N)","0.0176","NARS1|NARS2|KARS1","128","1898|1913|316","1.2E-4","","IPR004364","0.175448733218585","0"
"8","3","GO Biological Process","","CMP metabolic process","0.0178","UPP1|UCK1|NT5C3A","128","1982|475|2009","3.4E-4","","GO:0046035","0.17495799976911058","0"
"45","4","KEGG Pathways","","Type II diabetes mellitus","0.0183","PIK3R2|PIK3R3|PIK3CD|PIK3CB","128","1478|1508|1520|1514","0.0038","","hsa04930","0.17375489102695704","0"
"108","6","KEGG Pathways","","Serotonergic synapse","0.0184","ALOX12|SLC6A4|ALOX15|TPH2|CYP2C8|ALOX5","128","2291|445|2300|2603|1724|358","0.0039","","hsa04726","0.17351821769904635","0"
"63","5","WikiPathways","","Endometrial cancer","0.0184","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.002","","WP4155","0.17351821769904635","0"
